n1.name,n2.name,r.statistic_score
PDGFRA,SP110,0.515
PDGFRA,PLOD2,0.503
PDGFRA,WNT5A,0.443
PDGFRA,TMEFF1,0.509
PDGFRA,TOP1,0.85
PDGFRA,TJP1,0.527
PDGFRA,SEPTIN6,0.503
PDGFRA,SLC50A1,0.53
PDGFRA,SNTA1,0.587
PDGFRA,TAS2R14,0.506
PDGFRA,S1PR2,0.503
PDGFRA,UCP2,0.506
PDGFRA,UTP14A,0.539
PDGFRA,RPL5,0.503
MRPL20,PARK7,0.2
MAML2,MCPH1,0.4
MAML2,MEN1,0.4
MAML2,AFDN,0.4
MAML2,PIK3R1,0.4
MAML2,NFIB,0.4
MAML2,MSI2,0.4
CCDC124,FARSA,0.2
ZNF415,ZSCAN18,0.2
INPP5B,LLPH,0.3
INPP5B,PTCD1,0.3
ERC2,S100A13,0.3
ERC2,CAPN2,0.3
ERC2,LAMB3,0.3
ERC2,AHNAK,0.3
ACOX3,CDC25B,0.3
ABHD17B,RIDA,0.3
ABHD17B,HSPD1,0.3
ABHD17B,TMED2,0.3
ABHD17B,NUDT21,0.3
ABHD17B,ARPC5,0.3
ABHD17B,PIP5K1A,0.3
ABHD17B,CCT2,0.3
ABHD17B,H3-5,0.3
ABHD17B,HACD3,0.3
ABHD17B,VDAC1,0.3
ABHD17B,SRP9,0.3
ABHD17B,PSMD12,0.3
ABHD17B,MED17,0.3
ABHD17B,UGP2,0.3
ABHD17B,BRCA2,0.3
DAB2IP,MAP1LC3B,0.1775
DAB2IP,MTOR,0.1775
DAB2IP,RPS6KB1,0.1775
FBXO3,OCRL,0.3
PRKAA1,YIPF5,0.2
PRKAA1,TPSAB1,0.85
PRKAA1,RET,0.85
PRKAA1,RAB1A,0.2
PRKAA1,UGP2,0.2
PRKAA1,TP53,0.9
PRKAA1,RPS6KA2,0.85
PSMC3,PTK2,0.3
PSMC3,RAB1A,0.3
PSMC3,CD46,0.3
PSMC3,TSN,0.3
PSMC3,YAF2,0.3
PSMC3,YWHAZ,0.3
CCAR2,NRAS,0.446
CCAR2,KRAS,0.6
PI4KA,SNAP29,0.2
PI4KA,PPIL2,0.2
C17orf67,LPP,0.3
PRR3,RIOK1,0.2
EXT1,PTDSS2,0.3
EXT1,TP53,0.3
EXT1,RUFY1,0.3
CEP152,LUC7L3,0.85
CEP152,SRSF7,0.85
CEP152,EIF3C,0.85
CEP152,RTF1,0.85
CEP152,FDPS,0.85
CEP152,RBBP8,0.85
CEP152,EIF3M,0.85
CEP152,INTS5,0.85
CEP152,HBS1L,0.85
CEP152,ZNF669,0.3
CEP152,FH,0.85
CEP152,MRPL32,0.85
CEP152,PSMD1,0.85
CEP152,RPL28,0.85
CEP152,DTL,0.3
CEP152,POLN,0.85
CEP152,CENPF,0.3
CEP152,ICE2,0.2
CEP152,NDUFB2,0.85
CEP152,ZNF574,0.85
CEP152,RPL13,0.85
CEP152,RBM15,0.3
CEP152,WDR70,0.85
CEP152,NACA,0.85
CEP152,SPAG7,0.85
CEP152,TOPBP1,0.3
CEP152,TAZ,0.85
CEP152,OGFOD1,0.85
CEP152,RPL36A,0.85
CEP152,DCTN4,0.85
CEP152,R3HDM1,0.3
CEP152,PAFAH1B1,0.85
CEP152,EXOSC9,0.85
CEP152,PWP1,0.85
CEP152,TRRAP,0.85
CSNK1E,SLC29A2,0.482
CSNK1E,RRM1,0.482
CSNK1E,SLC28A1,0.482
CSNK1E,MYC,0.4
CSNK1E,THOP1,0.56
CSNK1E,SLC29A1,0.482
CSNK1E,CTNNB1,0.75
CSNK1E,DCK,0.482
CSNK1E,TYMS,0.482
CSNK1E,NAE1,0.5
BAD,SLC22A2,0.548
BAD,CYP3A5,0.548
BAD,PDGFRB,0.548
BAD,PTGS1,0.548
BAD,PDGFRA,0.548
BAD,CYP2C19,0.548
BAD,CYP1A2,0.548
BAD,DDR1,0.548
BAD,CYP3A7,0.548
BAD,NTRK1,0.548
BAD,KIT,0.548
BAD,CYP2D6,0.548
BAD,SLC22A1,0.548
BAD,ORM1,0.548
BAD,RET,0.548
BAD,CSF1R,0.548
BAD,CYP2C9,0.548
BAD,BCR,0.548
BAD,CYP3A4,0.548
PTPN6,TP53,0.3
PTPN6,AP1G2,0.3
KARS1,MED28,0.85
KARS1,REXO2,0.85
KARS1,PTTG1,0.85
KARS1,MICOS10-NBL1,0.85
KARS1,WDR61,0.85
KARS1,PSMD1,0.85
KARS1,MAPKAP1,0.85
KARS1,SNRPD3,0.85
KARS1,MICOS10,0.85
KARS1,TUBGCP3,0.85
KARS1,TRRAP,0.85
KARS1,RBBP8,0.85
KARS1,SF3B3,0.2
KARS1,PRIM2,0.85
KARS1,MRPS18A,0.85
KARS1,SLC7A1,0.85
KARS1,KRAS,0.6
KARS1,NRAS,0.449
KARS1,NAE1,0.2
KARS1,TTC4,0.85
KARS1,THAP11,0.2
KARS1,LEO1,0.85
KARS1,VPS29,0.85
KARS1,NDUFA9,0.85
KARS1,OGFOD1,0.85
KARS1,TUBB,0.85
SERPINI1,BRCA1,0.3
SERPINI1,TP53,0.3
SERPINI1,KRAS,0.6
YWHAH,MRPL42,0.3
YWHAH,UGP2,0.3
YWHAH,MED21,0.3
ANAPC5,PTEN,0.3
ZBTB39,ZCCHC3,0.3
IKBKE,TNF,0.1775
LDB1,PBX2,0.167
CNPY2,KLF10,0.3
FASTKD3,MTRR,0.2
BRAP,MAPKAPK5,0.2
BRAP,ZCCHC8,0.2
PLSCR3,SSR3,0.3
NAA10,HRAS,0.452
NAA10,NRAS,0.452
NAA10,NSDHL,0.2
FLI1,FBN1,0.4
FLI1,JAK2,0.4
FLI1,CCND2,0.4
FLI1,FH,0.4
FLI1,PPARA,0.4
FLI1,PIK3C3,0.4
FLI1,NFKB2,0.4
FLI1,MEN1,0.4
FLI1,MCPH1,0.4
FLI1,MSI2,0.4
FLI1,RPL22,0.4
FLI1,EXT1,0.4
FLI1,SUMO1,0.4305
FLI1,MAP3K1,0.4
FLI1,NFIB,0.4
FLI1,MLH1,0.4
FLI1,PER1,0.4
FLI1,MAP2K4,0.4
FLI1,SUFU,0.4
FLI1,HCLS1,0.17
FLI1,SPINT2,0.4305
FLI1,ELK4,0.4
FLI1,BRIP1,0.4
FLI1,TRIP11,0.4
FLI1,RECQL4,0.4
FLI1,WRN,0.4
FLI1,SDHB,0.4
FLI1,KMT2C,0.4
FLI1,AFDN,0.4
FLI1,PTCH1,0.4
FLI1,KRAS,0.4
FLI1,TSC1,0.4
FLI1,PIK3R1,0.4
FLI1,SS18L1,0.4
FLI1,KMT2E,0.4
FLI1,SSX1,0.1775
FLI1,EZH2,0.4
FLI1,SYNE2,0.4
FLI1,DDB2,0.4
FLI1,NOTCH2,0.4
AMZ2,HSPA8,0.3
AMZ2,RIDA,0.3
AMZ2,KLHL12,0.2
COX7B,HRAS,0.44
COX7B,NRAS,0.44
COX7B,KRAS,0.6
ZNF329,ZNF829,0.2
BABAM1,NAE1,0.575
EFNA5,MYC,0.4
ISG20L2,NRAS,0.443
ISG20L2,MRPL9,0.2
ISG20L2,KRAS,0.6
GALNT3,LPCAT1,0.3
GALNT3,STX1B,0.3
KIF2C,KRAS,0.6
KIF2C,NRAS,0.455
KIF2C,AURKB,0.3
KIF2C,TIMELESS,0.3
KIF2C,AURKA,0.3
KIF2C,PPIH,0.2
KIF2C,MYBL2,0.3
KIF2C,PLK1,0.3
KIF2C,CKS1B,0.3
KIF2C,SMC2,0.3
KIF2C,RAD51AP1,0.3
DAZAP1,NCLN,0.2
DAZAP1,RNF126,0.2
DAZAP1,PDSS1,0.3
DAZAP1,LBR,0.3
DAZAP1,P3H2,0.3
DAZAP1,KDM4B,0.2
DAZAP1,RMND5A,0.3
ZFAT,PTAR1,0.6
CARD6,NAE1,0.575
MAPK11,PDGFRB,0.449
MAPK11,PDGFRA,0.449
MAPK11,SLC22A2,0.449
MAPK11,PTGS1,0.449
MAPK11,ORM1,0.449
MAPK11,RET,0.449
MAPK11,NTRK1,0.449
MAPK11,SLC22A1,0.449
ITGAX,NAE1,0.575
CRELD2,NAE1,0.611
CRELD2,NRAS,0.44
CRELD2,KRAS,0.6
CRELD2,HRAS,0.44
DHRS13,WRN,0.4
DHRS13,PIK3C3,0.4
DHRS13,KMT2E,0.4
DHRS13,BRIP1,0.4
DHRS13,TRIP11,0.4
DHRS13,ELK4,0.4
DHRS13,CCND2,0.4
DHRS13,AFDN,0.4
DHRS13,NFIB,0.4
DHRS13,NFKB2,0.4
DHRS13,RECQL4,0.4
DHRS13,MAP2K4,0.4
DHRS13,JAK2,0.4
APOBR,NAE1,0.5
DOCK1,ADAM9,0.3
DOCK1,SNX21,0.3
DOCK1,NAE1,0.5
DOCK1,CCN2,0.3
DOCK1,LRCH4,0.3
LMLN,BRCA1,0.3
RRS1,KRAS,0.6
BET1,MYC,0.554
ALG8,SPTLC3,0.3
ABCF1,MDC1,0.2
RRAS2,MYO1E,0.3
ZNF347,ZSCAN18,0.2
ZNF347,ZNF701,0.2
DCAF15,E2F1,0.2
DCAF15,POLR1B,0.3
DCAF15,ILF3,0.2
DCAF15,ZNF787,0.2
DCAF15,UPF1,0.2
DCAF15,GRK6,0.3
DCAF15,FARSA,0.2
DCAF15,RAVER1,0.2
BMP1,SERPINH1,0.3
BMP1,KRAS,0.6
NEIL3,RAD51AP1,0.3
NEIL3,RRM2,0.3
NEIL3,SAP30,0.2
NEIL3,POLE2,0.3
NEIL3,SMC4,0.3
COPS2,TBL1XR1,0.3
COPS2,PPP2R1A,0.85
COPS2,MAPKAP1,0.85
COPS2,LEO1,0.85
COPS2,TRRAP,0.85
COPS2,PELO,0.85
COPS2,NDUFA8,0.85
COPS2,SKA3,0.85
COPS2,KCTD10,0.85
COPS2,EXOSC9,0.85
COPS2,HRAS,0.458
COPS2,NRAS,0.458
COPS2,MED28,0.85
COPS2,KRAS,0.6
ARHGEF6,NAE1,0.575
FOXQ1,TP53,0.3
FUBP1,SFPQ,0.2
FUBP1,PTBP2,0.2
FUBP1,RBM15,0.2
ZNF282,ZNF777,0.2
PBK,ECT2,0.3
PBK,DLGAP5,0.3
PBK,MYC,0.4
PBK,POLE2,0.3
PBK,RFC4,0.3
PBK,TYMS,0.3
ERMP1,SLC22A1,0.506
ERMP1,NTRK1,0.506
ERMP1,KIT,0.506
ERMP1,PDGFRA,0.506
ERMP1,SLC22A2,0.506
ERMP1,PTGS1,0.506
ERMP1,ORM1,0.506
ERMP1,RET,0.506
ERMP1,PDGFRB,0.506
ARHGAP17,OTX1,0.3
ARHGAP17,SSB,0.3
ARHGAP17,PTCD1,0.3
ARHGAP17,LDAH,0.3
MGMT,NAE1,0.5
ADCY6,RGS4,0.3
KLK8,KRAS,0.44
KLK8,KLK9,0.2
KLK8,NRAS,0.44
TMEM184B,NBL1,0.3
KERA,TRIP6,0.3
KERA,SLC13A1,0.3
FBXO32,TP53,0.3
GPR61,HRAS,0.458
GPR61,NAE1,0.575
GPR61,KRAS,0.458
GPR61,NRAS,0.458
STRBP,YEATS4,0.3
STRBP,MDM4,0.3
STRBP,ZNF138,0.3
STRBP,ZNF273,0.3
STRBP,LUC7L2,0.3
STRBP,EPB41,0.3
STRBP,ZNF92,0.3
SCYL2,HSPD1,0.3
SCYL2,UBE2H,0.3
SCYL2,PSMD6,0.3
SCYL2,ZNF780A,0.3
SCYL2,VPS26C,0.3
SCYL2,UBE2N,0.2
SCYL2,SLC25A40,0.3
SCYL2,STRAP,0.2
KLRD1,NRAS,0.452
KLRD1,KRAS,0.452
SMAD9,PTEN,0.3
UBE2O,UBTF,0.2
UBE2O,USP36,0.2
HLTF,FEN1,0.8
EIF3G,NRAS,0.479
EIF3G,NAE1,0.5
EIF3G,HRAS,0.479
RGCC,HRAS,0.47
RGCC,NRAS,0.47
RGCC,KRAS,0.6
SPAG11B,PTEN,0.3
PLK3,PARP1,0.4
PLK3,SLC29A1,0.488
PLK3,TYMS,0.488
PLK3,SLC28A1,0.488
PLK3,RRM1,0.488
PLK3,SLC29A2,0.488
KIDINS220,SPAST,0.2
SIGLEC7,DPEP2,0.3
SIGLEC7,NECTIN1,0.3
RMND5A,PARP1,0.3
RMND5A,WDR33,0.2
HUS1B,NAE1,0.575
LRRN1,NRAS,0.461
FAM160B2,TSC22D2,0.3
PSMA1,UGP2,0.3
PSMA1,RARS1,0.3
PSMA1,RIDA,0.3
PSMA1,PSMA2,0.3
PSMA1,HACD3,0.3
PSMA1,NEDD4,0.3
PSMA1,KRAS,0.6
PSMA1,PPP1R2,0.3
PSMA1,ARPC5,0.3
PSMA1,RPF1,0.161
PSMA1,MED17,0.3
PSMA1,IARS2,0.3
PSMA1,POLR2K,0.3
PSMA1,UVRAG,0.75
PSMA1,PSMD13,0.2
PSMA1,CREB1,0.3
SLC22A3,PTEN,0.3
SLC22A3,KRAS,0.6
ACADL,NAE1,0.611
EDC4,ZNF335,0.2
EDC4,TERF2,0.2
EDC4,KARS1,0.2
FGR,CD48,0.3
FGR,TRIP13,0.3
CAPN3,NAE1,0.5
CAPN3,NRAS,0.446
CAPN3,KRAS,0.6
CAPN3,HRAS,0.446
BCAS2,RPF1,0.2
BCAS2,ILF2,0.2
CDKN3,VRK1,0.2
CDKN3,TRMT5,0.2
EPHA2,TUFT1,0.3
EPHA2,FABP4,0.85
EPHA2,PTGER1,0.85
EPHA2,NPR1,0.85
EPHA2,SMURF2,0.3
EPHA2,CCND1,0.3
EPHA2,ABCC3,0.3
EPHA2,PLCD3,0.3
EPHA2,PIK3C2B,0.85
EPHA2,S100A2,0.3
EPHA2,LCK,0.85
EPHA2,TK1,0.85
EPHA2,HMGA1,0.85
EPHA2,SSH3,0.3
EPHA2,PKLR,0.85
EPHA2,CAVIN1,0.3
NAT2,NRAS,0.446
MMP23B,MTFR1,0.3
MMP23B,UQCRB,0.3
MMP23B,ZNF704,0.3
MMP23B,PTCD1,0.3
C11orf24,TNFSF18,0.3
C11orf24,WDR49,0.3
GEMIN6,MRPS7,0.2
GEMIN6,MTIF2,0.2
BLZF1,MYC,0.554
GTF2H1,TTC4,0.85
GTF2H1,NHP2,0.539
GTF2H1,RNGTT,0.85
GTF2H1,MT1X,0.557
GTF2H1,RAD9A,0.551
GTF2H1,PMS2,0.536
GTF2H1,HSPA5,0.85
GTF2H1,SSBP1,0.518
GTF2H1,POLE,0.536
GTF2H1,POLR2A,0.545
GTF2H1,SESN2,0.536
GTF2H1,UNG,0.539
GTF2H1,POLD1,0.542
GTF2H1,GTF2H4,0.85
GTF2H1,PARP1,0.536
GTF2H1,VPS72,0.85
GTF2H1,PARP2,0.539
GTF2H1,MTOR,0.557
GTF2H1,GRID2,0.3
GTF2H1,POLM,0.548
GTF2H1,H2AC8,0.536
GTF2H1,POLD4,0.545
GTF2H1,NACA,0.85
GTF2H1,MDM2,0.524
GTF2H1,KDR,0.554
GTF2H1,IGFBP3,0.551
GTF2H1,RAD23B,0.542
GTF2H1,IGHMBP2,0.557
GTF2H1,RAD51,0.506
GTF2H1,NAE1,0.575
GTF2H1,H4C1,0.551
GTF2H1,RELA,0.554
GTF2H1,USP1,0.542
GTF2H1,MAPK12,0.557
GTF2H1,IGF1,0.512
GTF2H1,PSMC3,0.2
GTF2H1,TNFRSF10B,0.545
GTF2H1,PPM1D,0.557
GTF2H1,NFE2L1,0.85
GTF2H1,RPL13A,0.521
GTF2H1,WRAP53,0.53
GTF2H1,RRM1,0.512
GTF2H1,MED1,0.85
GTF2H1,RBX1,0.536
GTF2H1,ZBTB32,0.536
GTF2H1,XRCC2,0.557
MMP2,PRPF3,0.3
PTPRN2,BRCA1,0.3
PTPRN2,VARS1,0.3
HIGD2A,KRAS,0.6
HIGD2A,HRAS,0.464
HIGD2A,NRAS,0.464
SLC35D2,MET,0.3
SLC35D2,SERPINB6,0.3
GPX4,ENPP1,0.75
GPX4,NAE1,0.611
GPX4,KRAS,0.455
GPX4,HRAS,0.455
GPX4,NRAS,0.455
PTCD3,TUBGCP3,0.85
SRRT,MXD3,0.3
SRRT,ZNF335,0.2
SRRT,ZNF667,0.3
ZNF134,ZNF256,0.2
ZNF134,ZNF419,0.2
TC2N,EPHA1,0.3
PML,TP53,0.1775
PML,PTPA,0.1775
UBE2M,KRAS,0.6
ANKRD1,AXL,0.3
ANKRD1,PTEN,0.3
ANKRD1,RHBDD2,0.3
ACOT12,TPD52L2,0.3
ACOT12,JPH2,0.3
ACOT12,PTEN,0.3
RAB5IF,NFS1,0.2
RAB5IF,RAB22A,0.2
B4GALNT3,DEFB118,0.2
MRPL19,NUP54,0.85
DYRK1B,GNS,0.3
GPR182,NRAS,0.449
GPR182,HRAS,0.449
GPR182,KRAS,0.449
NEFM,PTEN,0.3
ITM2C,NAE1,0.611
SLC26A9,SPOCK1,0.3
SRPRB,STAC2,0.3
CEP70,MYC,0.56
CFAP410,DIP2A,0.2
MYL2,PTEN,0.3
CKAP2,DEK,0.3
CKAP2,DLGAP5,0.3
ZNF444,ZNF574,0.2
ZNF444,ZNF611,0.2
VAV1,KIT,0.4
VAV1,ABL2,0.4
VAV1,YES1,0.4
VAV1,VAV3,0.1775
VAV1,LCK,0.4
VAV1,EPHA2,0.4
VAV1,STAT5B,0.4
VAV1,FYN,0.4
VAV1,ABL1,0.4
FGA,OC90,0.3
DNAJC25,LRCH4,0.3
TTC4,ZNF574,0.85
TTC4,ZNRD1,0.85
TTC4,WDR77,0.85
TTC4,YTHDC1,0.85
TTC4,ZNF598,0.85
TTC4,WDR7,0.85
TTC4,ZNF511,0.85
TTC4,VPS72,0.85
TTC4,WARS2,0.85
TTC4,TUBB,0.85
TTC4,WDR70,0.85
TTC4,TUBGCP3,0.85
TTC4,ZWINT,0.85
TTC4,ZNF830,0.85
TTC4,WDR61,0.85
TTC4,VPS29,0.85
TTC4,UQCRB,0.85
CACNG6,NAE1,0.611
CACNG6,DEFB118,0.2
DNAJC8,TMEM39B,0.2
DNAJC8,TMEM222,0.2
DNAJC8,EYA3,0.2
DNAJC8,NUDC,0.2
DNAJC8,TXLNA,0.2
DNAJC8,USP48,0.2
DNAJC8,ZBTB17,0.2
DNAJC8,PPP1R8,0.2
DNAJC8,TRNAU1AP,0.2
LEPR,SRRT,0.3
LIMK1,ZIK1,0.3
C7orf26,POM121,0.2
CLPTM1,NAE1,0.629
AGTR2,NAE1,0.5
ARG2,PTEN,0.3
RSU1,VIM,0.2
PEX14,SKIL,0.3
CABP1,FKBP8,0.17
SCD,TPX2,0.1775
NFKBIA,PARP1,0.1775
NRROS,BRCA1,0.3
IFT122,ITGB1,0.3
SP3,USP37,0.2
PKIA,TYMS,0.575
PKIA,SLC29A2,0.575
PKIA,SLC28A1,0.575
PKIA,RRM1,0.575
PKIA,SLC29A1,0.575
SCRIB,ZFP41,0.2
SELENOT,TPRKB,0.2
SELENOT,TOMM22,0.2
SELENOT,SLC33A1,0.2
PKP3,MAPK13,0.3
PKP3,LAMC2,0.3
PKP3,PRSS16,0.3
PKP3,GJB3,0.3
SNRK,TYMS,0.479
PGK1,SSBP1,0.85
PGK1,TUBGCP3,0.85
LAD1,RAB25,0.2
LAD1,NECTIN4,0.2
LAD1,PRSS8,0.2
LAD1,MAL2,0.2
LHX6,PRPF3,0.3
LHX6,TMEM209,0.3
EPHB2,ITGB7,0.85
EPHB2,PRKCZ,0.85
EPHB2,OXT,0.85
EPHB2,GRB2,0.85
EPHB2,HMGA1,0.85
EPHB2,LCK,0.85
EPHB2,PKLR,0.85
RARS1,TAF9,0.2
RARS1,SLC30A5,0.2
RARS1,SNX2,0.2
RARS1,RAB23,0.3
BST2,NAE1,0.5
BST2,BRCA1,0.3
GADD45B,NAE1,0.647
PPIH,UTP11,0.2
PPIH,ZNF684,0.2
PPIH,PRPF38A,0.2
PPIH,USP1,0.2
LRRC57,NAE1,0.638
HDHD5,POLR1B,0.3
LDB2,PBX2,0.3
ATP6V0E1,CYP1A2,0.503
ATP6V0E1,PTGS1,0.503
ATP6V0E1,CYP3A7,0.503
ATP6V0E1,CYP3A5,0.503
ATP6V0E1,DDR1,0.503
ATP6V0E1,CYP2C19,0.503
ATP6V0E1,KIT,0.503
ATP6V0E1,NTRK1,0.503
ATP6V0E1,BCR,0.503
ATP6V0E1,CYP3A4,0.503
ATP6V0E1,SLC22A1,0.503
ATP6V0E1,CYP2C9,0.503
ATP6V0E1,CSTB,0.3
ATP6V0E1,CYP2D6,0.503
ATP6V0E1,PDGFRB,0.503
ATP6V0E1,ORM1,0.503
ATP6V0E1,SLC22A2,0.503
ATP6V0E1,MGAT4B,0.2
ATP6V0E1,PDGFRA,0.503
ATP6V0E1,CSF1R,0.503
ATP6V0E1,RET,0.503
PCDHB14,SLC39A1,0.3
CRNKL1,NRAS,0.455
CRNKL1,KRAS,0.6
CRNKL1,HRAS,0.455
ASCC3,TTC4,0.85
ASCC3,GFI1B,0.85
ASCC3,PSMD1,0.85
ASCC3,NRAS,0.452
ASCC3,CENPM,0.85
ASCC3,SRP19,0.85
ASCC3,WDR61,0.85
ASCC3,AURKA,0.85
ASCC3,RPLP1,0.85
ASCC3,KRAS,0.6
ASCC3,GTF2H4,0.85
ASCC3,NACA,0.85
ASCC3,EIF3M,0.85
ASCC3,PTTG1,0.85
ASCC3,LEO1,0.85
ASCC3,SEC22B,0.85
ASCC3,FH,0.85
ASCC3,EXOSC9,0.85
ASCC3,EIF3C,0.85
ASCC3,WDR7,0.85
ASCC3,HRAS,0.452
ASCC3,METAP2,0.85
ASCC3,MBTPS2,0.85
HERC5,SUMO1,0.1775
HERC5,SLCO1B3,0.5
HERC5,MAP2,0.5
HERC5,MCM5,0.1775
HERC5,TUBB1,0.5
HERC5,MAPT,0.5
HERC5,UBA1,0.1775
HERC5,NR1I2,0.5
HERC5,MAP4,0.5
DIP2A,DCTN1,0.3
DIP2A,PTEN,0.3
DIP2A,ZNF771,0.3
DIP2A,MAP3K3,0.3
DIP2A,CRY2,0.3
DIP2A,SFTPB,0.3
DIP2A,SNAPC4,0.3
NT5C3A,SGMS2,0.3
NT5C3A,PTPN9,0.3
BTBD2,MBD3,0.2
BTBD2,DNM2,0.2
BTBD2,NAE1,0.5
NOP58,PPWD1,0.85
NOP58,TUBGCP3,0.85
DENND4A,RPL4,0.2
TGM6,PTEN,0.3
PIGZ,BRCA1,0.3
OPTC,PTEN,0.3
DLGAP4,SLC28A1,0.5
DLGAP4,TYMS,0.5
DLGAP4,SLC29A1,0.5
DLGAP4,TRPM3,0.3
DLGAP4,RRM1,0.5
DLGAP4,SLC29A2,0.5
TLK2,BRCA2,0.3
TLK2,PARP1,0.2
TLK2,CHEK1,0.2
TLK2,ATR,0.2
ATP9A,NRAS,0.446
ATP9A,HRAS,0.446
ATP9A,KRAS,0.6
ADORA2A,NRAS,0.44
ADORA2A,NAE1,0.629
ADORA2A,KRAS,0.6
ADORA2A,HRAS,0.44
H3C10,NAE1,0.629
DHX29,MOCS2,0.2
DHX29,NDUFS4,0.2
DHX29,MYC,0.557
DHX29,TAF9,0.2
NOL12,PPAN,0.3
NOL12,LIG1,0.3
NOL12,SMARCC2,0.3
NOL12,TRMT2A,0.2
HOXC8,NCOA2,0.3
HOXC8,ZNF568,0.3
HOXC8,UFL1,0.3
HOXC8,HOXC9,0.2
ACTN4,ETHE1,0.2
ACTN4,NCEH1,0.2
ACTN4,KDELR3,0.3
SMC6,PIK3CA,0.3
MXI1,NAE1,0.575
EGF,LCK,0.4
EGF,EGFR,0.1775
EGF,NTRK1,0.4
EGF,FYN,0.4
EGF,STAT5B,0.4
EGF,YES1,0.4
EGF,LRCH4,0.3
EGF,EPHA2,0.4
EGF,ABL2,0.4
EGF,RPS6KA2,0.56
EGF,ABL1,0.4
EGF,MAPK1,0.56
EGF,KIT,0.4
GNRH1,TSC22D2,0.3
FGF2,MYC,0.1775
SH3KBP1,MYC,0.4
SEC11A,WDR61,0.2
VHL,POLI,0.3
VHL,WDR48,0.2
VHL,ERCC1,0.3
VHL,ERCC4,0.3
VHL,EZH1,0.2
PCDHB7,RPP40,0.3
PCDHB7,VARS1,0.3
TLR4,TP53,0.3
SSB,TTC4,0.85
SSB,TUBGCP3,0.85
SSH2,SSH3,0.1775
S100A13,S100A6,0.2
MTPAP,TTC4,0.85
MTPAP,NACA,0.85
MTPAP,NSUN6,0.2
MTPAP,RPL10,0.85
MC1R,SKP2,0.85
MC1R,STMN1,0.85
MC1R,TOP1,0.85
MC1R,SLC16A5,0.85
MC1R,PRKDC,0.85
MC1R,PTGIR,0.85
MC1R,NDUFB1,0.85
MC1R,TXN,0.85
RBM12,SRP9,0.3
RBM12,TYMS,0.5
RBM12,RRM1,0.5
RBM12,ZBTB39,0.2
RBM12,SLC29A1,0.5
RBM12,SLC29A2,0.5
RBM12,SLC28A1,0.5
RBM12,SSB,0.2
PRSS8,SSTR5,0.85
PRSS8,STMN1,0.85
PRSS8,SRC,0.85
PRSS8,SPHK1,0.85
PRSS8,SLPI,0.2
MFSD6,KRAS,0.446
MFSD6,HRAS,0.446
MFSD6,NRAS,0.446
NLE1,WDR77,0.3
FMN1,NRAS,0.44
FMN1,HRAS,0.44
FMN1,KRAS,0.44
BIN2,PILRA,0.3
KCNK15,LALBA,0.3
EIF4H,RINT1,0.2
CAPN8,NOP16,0.3
RNPC3,ZRANB2,0.2
ATP11B,BRCA2,0.3
ATP11B,MYC,0.551
ATP11B,TP53,0.3
ATP11B,BRCA1,0.3
NUDT15,KRT1,0.3
ZNF566,ZNF780B,0.2
ZNF566,ZNF708,0.2
RORB,ATM,0.3
IKBKG,NAE1,0.611
IKBKG,SLC10A3,0.2
IKBKG,TAZ,0.2
IKBKG,IRAK1,0.2
IKBKG,UBL4A,0.2
RAB10,EIPR1,0.6
FDPS,POLD1,0.85
FDPS,TRMT5,0.85
FDPS,RPL13,0.85
FDPS,WDR7,0.85
FDPS,RRM1,0.85
FDPS,MAPKAP1,0.85
FDPS,PPP2R1A,0.85
FDPS,TRNAU1AP,0.85
FDPS,HUS1,0.85
FDPS,UBA2,0.85
FDPS,PPWD1,0.85
FDPS,LEO1,0.85
FDPS,PRIM2,0.85
FDPS,TUBGCP3,0.85
FDPS,MED23,0.85
FDPS,TTC4,0.85
FDPS,PNN,0.85
FDPS,SPAG7,0.85
FDPS,FH,0.85
FDPS,GTF2H4,0.85
FDPS,INTS5,0.85
FDPS,POLN,0.85
FDPS,NACA,0.85
FDPS,PSMD1,0.85
FDPS,SNRPC,0.85
RBM45,SMAD6,0.1775
GJA9,NAE1,0.575
LGI4,BRCA1,0.3
CASQ1,NRAS,0.446
CASQ1,OR10J1,0.2
CASQ1,HRAS,0.446
CASQ1,KRAS,0.6
BNIP1,EIF3D,0.85
BNIP1,TTC4,0.85
BNIP1,EXOSC3,0.85
BNIP1,DUT,0.85
BNIP1,MED9,0.85
BNIP1,CENPP,0.85
BNIP1,SEH1L,0.85
BNIP1,PGK1,0.85
BNIP1,GTF3C3,0.85
BNIP1,YTHDC1,0.85
BNIP1,POLR2K,0.85
BNIP1,EIF2B2,0.85
BNIP1,RINT1,0.85
BNIP1,WDR61,0.85
BNIP1,NAE1,0.575
BNIP1,GTF2H4,0.85
BNIP1,GNL3L,0.85
BNIP1,USE1,0.85
BNIP1,SPDL1,0.85
BNIP1,TUBGCP3,0.85
BNIP1,EBNA1BP2,0.85
BNIP1,FH,0.85
SYT7,TPK1,0.3
DEDD,USP21,0.2
DEDD,NAE1,0.611
MRPL4,RAVER1,0.2
MRPL4,MRPS12,0.2
MAB21L1,TPM3,0.3
MRPL10,NACA,0.85
MRPL10,PMF1,0.85
MRPL10,NUP54,0.85
MRPL10,PSMD12,0.85
MRPL10,TUBGCP3,0.85
PRX,RAD51,0.1775
TCEAL1,TCEAL4,0.2
